Time,I,II,III,avR,avL,avF,V1,V2,V3,V4,V5,V6
0,15014,12393,9772,14917,12320,9943,15580,12369,10372,14712,12198,9747
1,15014,12393,9772,14917,12334,9928,15570,12373,10357,14716,12198,9747
2,15014,12393,9772,14907,12334,9933,15570,12373,10357,14712,12188,9757
3,15014,12393,9772,14902,12339,9938,15566,12373,10357,14707,12188,9757
4,15014,12398,9777,14902,12344,9933,15566,12373,10353,14702,12188,9752
5,15014,12403,9782,14897,12349,9933,15570,12369,10333,14697,12188,9752
6,15014,12408,9786,14902,12354,9923,15566,12359,10318,14697,12198,9752
7,15014,12413,9791,14902,12349,9928,15561,12349,10309,14697,12198,9752
8,15019,12403,9777,14892,12344,9943,15551,12349,10304,14697,12198,9752
9,15024,12403,9772,14897,12325,9952,15551,12344,10309,14697,12203,9757
10,15029,12403,9767,14907,12339,9933,15551,12344,10304,14697,12193,9752
11,15034,12403,9762,14921,12334,9923,15551,12344,10304,14692,12193,9752
12,15019,12403,9777,14926,12330,9923,15551,12334,10304,14692,12193,9747
13,15014,12403,9782,14902,12344,9933,15546,12334,10289,14692,12193,9747
14,15009,12403,9786,14902,12344,9928,15546,12339,10294,14702,12198,9747
15,15004,12403,9791,14907,12349,9928,15541,12339,10289,14702,12198,9747
16,15009,12403,9786,14902,12344,9928,15536,12344,10284,14702,12198,9747
17,15014,12403,9782,14917,12334,9928,15546,12354,10279,14697,12193,9743
18,15019,12403,9777,14917,12334,9928,15546,12354,10279,14697,12193,9752
19,15024,12403,9772,14912,12330,9938,15546,12354,10279,14692,12193,9752
20,15024,12413,9782,14902,12330,9943,15546,12359,10279,14692,12193,9747
21,15024,12413,9782,14902,12344,9933,15536,12359,10279,14697,12193,9747
22,15024,12413,9782,14902,12344,9933,15536,12359,10279,14707,12203,9757
23,15024,12413,9782,14882,12334,9962,15536,12359,10279,14707,12203,9762
24,15024,12403,9772,14878,12330,9972,15536,12369,10279,14707,12203,9762
25,15024,12403,9772,14882,12330,9967,15546,12373,10270,14707,12208,9762
26,15024,12403,9772,14878,12339,9962,15551,12378,10270,14697,12198,9757
27,15024,12403,9772,14878,12339,9962,15561,12398,10274,14697,12198,9752
28,15034,12393,9752,14882,12334,9962,15590,12437,10284,14692,12193,9747
29,15034,12393,9752,14887,12349,9943,15619,12481,10299,14692,12193,9743
30,15034,12393,9752,14892,12354,9933,15653,12520,10314,14697,12188,9743
31,15034,12393,9752,14892,12359,9928,15673,12535,10338,14702,12188,9743
32,15024,12398,9767,14892,12359,9928,15692,12583,10382,14702,12188,9743
33,15024,12403,9772,14897,12344,9938,15697,12632,10436,14692,12183,9743
34,15024,12408,9777,14892,12354,9933,15722,12696,10528,14702,12203,9762
35,15024,12413,9782,14892,12354,9933,15746,12793,10650,14702,12212,9767
36,15034,12413,9772,14887,12349,9943,15746,12876,10792,14692,12198,9752
37,15034,12413,9772,14878,12344,9957,15722,12940,10933,14682,12188,9743
38,15034,12413,9772,14878,12339,9962,15649,12905,11016,14682,12188,9743
39,15034,12413,9772,14868,12349,9962,15497,12759,11036,14682,12188,9743
40,15024,12403,9772,14868,12349,9962,15341,12569,11016,14682,12188,9743
41,15024,12403,9772,14858,12349,9972,15258,12456,11026,14687,12198,9752
42,15024,12403,9772,14858,12349,9972,15180,12330,11016,14692,12198,9752
43,15024,12403,9772,14848,12369,9967,15053,12154,10924,14692,12198,9752
44,15039,12403,9757,14843,12364,9972,14946,12017,10826,14697,12198,9752
45,15043,12403,9752,14853,12359,9967,14882,11934,10719,14687,12188,9743
46,15048,12403,9747,14858,12364,9962,14829,11803,10533,14687,12188,9743
47,15053,12403,9743,14858,12369,9952,14799,11676,10265,14687,12188,9743
48,15039,12417,9772,14858,12373,9948,14814,11593,10016,14687,12188,9743
49,15034,12422,9782,14858,12373,9948,14814,11524,9816,14697,12193,9752
50,15029,12427,9791,14853,12388,9943,14795,11451,9650,14692,12193,9752
51,15024,12432,9801,14848,12393,9938,14819,11456,9582,14692,12198,9752
52,15034,12422,9782,14848,12393,9938,14882,11563,9630,14697,12198,9757
53,15034,12413,9772,14838,12373,9972,14951,11676,9689,14687,12198,9747
54,15034,12403,9762,14834,12369,9982,15014,11768,9757,14692,12198,9747
55,15034,12393,9752,14829,12364,9991,15078,11861,9816,14692,12198,9747
56,15043,12403,9752,14819,12369,9991,15122,11915,9855,14692,12198,9747
57,15043,12413,9762,14819,12383,9977,15146,11964,9884,14692,12198,9747
58,15043,12422,9772,14824,12388,9967,15214,12037,9928,14692,12198,9747
59,15043,12432,9782,14824,12393,9957,15297,12129,9982,14692,12198,9747
60,15053,12427,9767,14824,12408,9943,15341,12212,10030,14692,12203,9747
61,15053,12422,9762,14819,12408,9952,15385,12281,10079,14697,12212,9752
62,15053,12417,9757,14814,12408,9957,15429,12339,10118,14702,12212,9757
63,15053,12413,9752,14814,12403,9962,15444,12359,10133,14707,12212,9762
64,15043,12417,9767,14814,12393,9972,15453,12369,10148,14721,12217,9777
65,15043,12422,9772,14809,12388,9987,15483,12388,10172,14712,12222,9772
66,15043,12427,9777,14799,12398,9977,15497,12398,10196,14716,12222,9772
67,15043,12432,9782,14799,12398,9977,15492,12388,10192,14716,12222,9772
68,15053,12422,9762,14799,12398,9977,15492,12393,10187,14716,12222,9772
69,15053,12413,9752,14795,12393,9991,15492,12403,10192,14721,12232,9772
70,15053,12403,9743,14790,12393,9996,15497,12413,10187,14721,12237,9777
71,15053,12393,9733,14795,12388,10001,15502,12408,10182,14736,12247,9786
72,15043,12408,9757,14790,12383,10006,15502,12408,10177,14736,12247,9786
73,15043,12413,9762,14795,12378,10006,15497,12403,10167,14736,12247,9786
74,15043,12417,9767,14790,12383,10006,15483,12403,10162,14736,12237,9782
75,15043,12422,9772,14790,12383,10006,15488,12413,10157,14726,12232,9777
76,15053,12413,9752,14790,12383,10011,15492,12408,10152,14726,12232,9777
77,15053,12413,9752,14790,12383,10006,15497,12408,10152,14716,12232,9767
78,15053,12413,9752,14804,12383,9991,15502,12408,10152,14707,12227,9767
79,15053,12413,9752,14809,12383,9987,15517,12422,10157,14707,12227,9772
80,15048,12413,9757,14814,12378,9987,15517,12432,10157,14707,12227,9772
81,15043,12413,9762,14819,12369,9996,15517,12437,10157,14702,12227,9762
82,15039,12413,9767,14824,12359,10001,15517,12442,10157,14702,12227,9762
83,15034,12413,9772,14824,12354,10001,15507,12432,10148,14707,12242,9772
84,15034,12403,9762,14843,12349,9991,15502,12422,10138,14707,12242,9772
85,15034,12403,9762,14834,12339,10006,15497,12422,10138,14707,12232,9772
86,15034,12403,9762,14824,12339,10016,15497,12427,10138,14707,12232,9772
87,15034,12403,9762,14829,12344,10006,15492,12427,10148,14707,12227,9772
88,15039,12403,9757,14834,12330,10016,15492,12427,10148,14707,12227,9772
89,15043,12403,9752,14838,12315,10030,15502,12432,10148,14721,12242,9786
90,15048,12403,9747,14848,12310,10021,15512,12437,10148,14721,12242,9786
91,15053,12403,9743,14858,12310,10011,15512,12447,10148,14721,12242,9782
92,15053,12408,9747,14868,12310,10001,15512,12452,10148,14721,12232,9782
93,15053,12413,9752,14873,12315,9991,15512,12456,10162,14712,12232,9772
94,15053,12417,9757,14878,12300,10001,15507,12456,10162,14712,12232,9782
95,15053,12422,9762,14892,12291,9996,15507,12452,10143,14702,12227,9772
96,15053,12422,9762,14887,12300,9987,15507,12447,10138,14702,12227,9772
97,15053,12422,9762,14887,12300,9991,15507,12442,10138,14712,12227,9772
98,15053,12422,9762,14902,12286,9991,15507,12442,10138,14721,12232,9782
99,15053,12422,9762,14887,12271,10016,15507,12442,10128,14721,12237,9782
100,15043,12413,9762,14878,12276,10021,15507,12442,10128,14731,12237,9782
101,15043,12413,9762,14887,12300,9991,15507,12452,10133,14721,12232,9777
102,15043,12413,9762,14897,12305,9977,15512,12456,10138,14721,12227,9777
103,15043,12413,9762,14902,12305,9972,15522,12466,10138,14721,12227,9777
104,15034,12403,9762,14902,12310,9967,15522,12466,10133,14716,12227,9772
105,15034,12403,9762,14907,12286,9987,15517,12466,10133,14707,12232,9772
106,15034,12403,9762,14912,12281,9987,15517,12466,10133,14707,12232,9772
107,15034,12403,9762,14921,12291,9967,15517,12466,10123,14707,12232,9767
108,15043,12393,9743,14931,12291,9957,15517,12461,10123,14707,12227,9767
109,15043,12393,9743,14931,12281,9967,15522,12461,10133,14707,12227,9762
110,15043,12393,9743,14921,12281,9977,15522,12476,10138,14702,12227,9762
111,15043,12393,9743,14917,12276,9987,15517,12466,10128,14697,12222,9762
112,15043,12403,9752,14917,12266,9996,15517,12471,10128,14692,12217,9762
113,15043,12403,9752,14917,12266,9996,15517,12471,10128,14677,12203,9752
114,15043,12403,9752,14912,12276,9991,15512,12471,10128,14677,12203,9752
115,15043,12403,9752,14912,12276,9991,15507,12481,10133,14677,12203,9752
116,15043,12403,9752,14917,12271,9987,15507,12481,10138,14677,12203,9743
117,15043,12403,9752,14921,12291,9967,15507,12481,10143,14692,12208,9752
118,15043,12403,9752,14921,12291,9967,15507,12491,10152,14697,12212,9762
119,15043,12403,9752,14921,12291,9962,15492,12486,10148,14697,12212,9762
120,15053,12413,9752,14921,12315,9943,15488,12486,10148,14697,12212,9762
121,15053,12413,9752,14926,12295,9952,15483,12486,10143,14692,12212,9757
122,15053,12413,9752,14921,12286,9972,15483,12495,10138,14682,12212,9747
123,15053,12413,9752,14921,12276,9977,15488,12505,10152,14677,12212,9743
124,15048,12413,9757,14931,12281,9967,15492,12510,10157,14677,12212,9738
125,15043,12413,9762,14936,12261,9982,15492,12510,10162,14677,12203,9747
126,15039,12413,9767,14926,12276,9977,15497,12505,10167,14682,12203,9743
127,15034,12413,9772,14926,12281,9972,15483,12495,10148,14682,12203,9743
128,15039,12403,9757,14921,12286,9972,15488,12505,10157,14682,12193,9743
129,15043,12403,9752,14921,12281,9977,15488,12515,10177,14682,12203,9747
130,15048,12403,9747,14912,12286,9982,15483,12520,10177,14687,12208,9738
131,15053,12403,9743,14926,12281,9972,15483,12520,10182,14707,12217,9747
132,15053,12403,9743,14931,12286,9962,15483,12525,10182,14721,12222,9743
133,15053,12403,9743,14926,12281,9972,15492,12530,10192,14716,12203,9723
134,15053,12403,9743,14926,12271,9982,15492,12535,10196,14721,12203,9728
135,15053,12403,9743,14926,12271,9982,15488,12544,10192,14775,12251,9767
136,15043,12393,9743,14921,12276,9977,15488,12554,10187,14848,12305,9811
137,15034,12393,9752,14931,12286,9962,15488,12554,10192,14907,12359,9855
138,15024,12393,9762,14936,12276,9967,15483,12559,10187,14980,12427,9904
139,15014,12393,9772,14936,12276,9967,15483,12564,10187,15068,12520,9967
140,15019,12393,9767,14931,12286,9962,15478,12569,10192,15214,12652,10074
141,15024,12393,9762,14931,12286,9957,15478,12569,10192,15366,12808,10211
142,15029,12393,9757,14931,12281,9967,15473,12583,10201,15488,12949,10333
143,15034,12393,9752,14931,12281,9967,15463,12588,10201,15561,13042,10431
144,15043,12393,9743,14936,12276,9962,15463,12583,10201,15605,13096,10489
145,15043,12393,9743,14936,12281,9962,15463,12588,10201,15585,13086,10479
146,15043,12393,9743,14931,12276,9972,15468,12593,10201,15527,13047,10450
147,15043,12393,9743,14926,12281,9967,15468,12598,10221,15448,12983,10411
148,15043,12398,9747,14926,12281,9967,15483,12608,10226,15331,12901,10348
149,15043,12403,9752,14921,12271,9987,15483,12627,10235,15165,12779,10250
150,15043,12408,9757,14921,12266,9991,15483,12637,10240,14941,12588,10113
151,15043,12413,9762,14926,12271,9982,15473,12637,10240,14687,12373,9957
152,15043,12393,9743,14917,12256,10001,15468,12642,10245,14492,12193,9826
153,15043,12383,9733,14926,12251,9996,15468,12657,10260,14380,12090,9757
154,15043,12373,9723,14931,12256,9987,15463,12666,10270,14331,12056,9743
155,15048,12373,9718,14931,12256,9987,15458,12666,10260,14346,12047,9733
156,15043,12383,9733,14926,12256,9996,15458,12671,10270,14346,12027,9704
157,15039,12383,9738,14912,12271,9996,15453,12671,10274,14355,12017,9684
158,15039,12383,9738,14921,12261,9991,15453,12676,10274,14370,12027,9679
159,15034,12378,9738,14926,12266,9982,15458,12700,10289,14385,12047,9679
160,15039,12373,9728,14917,12261,10001,15463,12720,10309,14409,12047,9660
161,15039,12373,9728,14912,12276,9991,15468,12735,10318,14424,12056,9650
162,15039,12388,9743,14936,12271,9972,15473,12759,10328,14482,12086,9669
163,15039,12388,9743,14936,12291,9948,15463,12759,10323,14555,12125,9704
164,15039,12398,9752,14926,12281,9967,15458,12754,10323,14609,12154,9718
165,15039,12398,9752,14921,12291,9967,15453,12759,10328,14638,12159,9728
166,15034,12398,9757,14917,12286,9972,15453,12764,10333,14658,12173,9747
167,15034,12393,9752,14907,12291,9982,15463,12779,10343,14663,12188,9757
168,15043,12393,9743,14912,12266,9996,15458,12793,10353,14658,12188,9752
169,15043,12398,9747,14931,12251,9996,15458,12808,10357,14663,12198,9757
170,15034,12403,9762,14931,12266,9982,15458,12822,10367,14687,12222,9767
171,15043,12417,9767,14936,12271,9972,15444,12827,10377,14677,12212,9762
172,15053,12427,9767,14946,12271,9962,15444,12837,10382,14677,12212,9762
173,15053,12417,9757,14936,12276,9962,15444,12842,10382,14682,12212,9757
174,15058,12408,9743,14931,12281,9967,15444,12847,10382,14682,12212,9752
175,15058,12408,9743,14931,12276,9972,15429,12852,10392,14692,12203,9757
176,15048,12422,9767,14931,12276,9972,15424,12852,10392,14692,12203,9752
177,15048,12417,9762,14926,12276,9977,15414,12847,10396,14692,12198,9752
178,15048,12417,9762,14926,12276,9977,15409,12847,10401,14697,12198,9757
179,15048,12422,9767,14921,12276,9977,15400,12852,10396,14687,12203,9747
180,15039,12408,9762,14917,12286,9972,15395,12852,10411,14687,12203,9752
181,15039,12403,9757,14926,12286,9967,15390,12852,10411,14687,12198,9752
182,15053,12398,9738,14926,12281,9967,15385,12852,10411,14692,12198,9757
183,15053,12388,9728,14926,12281,9967,15380,12857,10416,14707,12217,9772
184,15058,12408,9743,14917,12281,9982,15375,12857,10416,14707,12217,9772
185,15063,12417,9747,14926,12266,9982,15366,12857,10411,14702,12212,9762
186,15068,12427,9752,14926,12266,9982,15361,12861,10411,14702,12212,9762
187,15073,12417,9738,14926,12266,9982,15346,12857,10411,14702,12203,9772
188,15068,12422,9747,14936,12261,9982,15341,12852,10411,14692,12198,9767
189,15063,12427,9757,14926,12261,9991,15341,12842,10406,14692,12198,9767
190,15058,12413,9747,14917,12266,9996,15341,12837,10396,14702,12203,9772
191,15058,12408,9743,14917,12271,9991,15331,12837,10392,14692,12203,9762
192,15063,12437,9767,14921,12281,9977,15331,12837,10387,14692,12203,9762
193,15063,12437,9767,14931,12276,9972,15331,12827,10387,14702,12208,9762
194,15068,12442,9767,14921,12271,9987,15326,12813,10382,14702,12208,9762
195,15073,12442,9762,14921,12271,9987,15341,12818,10382,14702,12208,9772
196,15073,12442,9762,14921,12271,9987,15346,12818,10387,14702,12208,9777
197,15073,12442,9762,14921,12271,9987,15351,12808,10382,14716,12217,9786
198,15092,12447,9747,14926,12271,9982,15356,12788,10377,14716,12217,9796
199,15092,12447,9747,14936,12281,9962,15346,12779,10362,14707,12212,9786
200,15073,12442,9762,14936,12286,9957,15356,12764,10353,14707,12212,9782
201,15073,12432,9752,14936,12276,9962,15356,12749,10328,14712,12212,9782
202,15068,12408,9733,14936,12276,9967,15356,12730,10304,14712,12212,9782
203,15063,12408,9738,14921,12276,9977,15356,12705,10284,14712,12222,9782
204,15058,12432,9767,14926,12266,9987,15361,12681,10270,14716,12222,9786
205,15058,12427,9762,14931,12286,9962,15361,12661,10260,14716,12222,9786
206,15053,12422,9762,14926,12291,9962,15361,12642,10245,14716,12227,9786
207,15048,12427,9772,14921,12281,9977,15361,12627,10240,14707,12227,9786
208,15058,12447,9782,14921,12276,9977,15361,12617,10226,14707,12222,9786
209,15063,12447,9777,14931,12271,9977,15361,12608,10211,14707,12217,9786
210,15058,12427,9762,14926,12276,9977,15366,12593,10196,14707,12212,9786
211,15063,12427,9757,14936,12281,9962,15366,12583,10172,14716,12227,9791
212,15063,12422,9752,14936,12281,9962,15366,12559,10152,14716,12227,9791
213,15048,12417,9762,14931,12276,9972,15361,12544,10133,14716,12227,9796
214,15043,12413,9762,14931,12276,9972,15361,12530,10123,14721,12227,9796
215,15039,12403,9757,14931,12276,9972,15351,12505,10099,14712,12237,9796
216,15039,12408,9762,14931,12276,9972,15351,12495,10089,14712,12232,9796
217,15039,12408,9762,14926,12286,9967,15351,12481,10084,14716,12232,9796
218,15043,12413,9762,14936,12276,9962,15341,12461,10065,14716,12232,9796
219,15043,12413,9762,14936,12276,9962,15351,12461,10050,14721,12222,9796
220,15043,12417,9767,14936,12281,9962,15351,12456,10050,14721,12222,9796
221,15039,12417,9772,14936,12271,9972,15351,12447,10040,14721,12227,9796
222,15039,12417,9772,14931,12271,9972,15351,12437,10026,14721,12232,9801
223,15039,12417,9772,14931,12271,9972,15341,12432,10021,14736,12232,9811
224,15043,12388,9738,14941,12281,9957,15331,12413,10011,14736,12232,9806
225,15043,12378,9728,14936,12276,9967,15341,12413,9996,14731,12227,9806
226,15039,12388,9743,14926,12266,9982,15341,12413,9996,14731,12227,9806
227,15039,12388,9743,14926,12266,9987,15336,12403,9987,14726,12232,9806
228,15029,12383,9747,14926,12266,9987,15331,12398,9987,14731,12227,9811
229,15024,12388,9757,14931,12271,9977,15322,12393,9967,14726,12222,9801
230,15024,12383,9752,14931,12271,9972,15312,12388,9957,14716,12217,9786
231,15024,12359,9728,14931,12271,9972,15317,12388,9967,14721,12222,9791
232,15034,12369,9728,14931,12276,9972,15326,12393,9972,14726,12227,9796
233,15034,12369,9728,14926,12276,9977,15331,12393,9977,14741,12237,9801
234,15034,12369,9728,14926,12276,9977,15331,12398,9972,14746,12242,9806
235,15034,12383,9743,14926,12271,9982,15322,12393,9967,14741,12232,9811
236,15024,12393,9762,14921,12271,9987,15322,12388,9962,14736,12232,9811
237,15019,12373,9747,14936,12261,9982,15322,12388,9957,14736,12237,9821
238,15019,12373,9747,14936,12261,9977,15326,12388,9962,14731,12237,9821
239,15019,12388,9762,14936,12261,9977,15326,12398,9957,14741,12237,9816
240,15043,12388,9738,14951,12276,9952,15326,12398,9957,14746,12242,9816
241,15043,12388,9738,14951,12271,9957,15326,12393,9957,14751,12242,9816
242,15009,12373,9757,14941,12281,9957,15331,12393,9952,14751,12242,9816
243,14990,12373,9777,14921,12295,9962,15331,12393,9948,14760,12256,9816
244,15019,12403,9777,14926,12286,9967,15336,12393,9938,14760,12256,9816
245,15039,12388,9743,14936,12261,9977,15341,12403,9948,14760,12256,9816
246,15009,12359,9743,14931,12271,9972,15351,12403,9948,14770,12266,9830
247,14995,12393,9791,14926,12286,9967,15331,12398,9957,14765,12266,9840
248,14985,12447,9855,14926,12286,9967,15326,12398,9962,14765,12266,9830
249,14985,12466,9874,14936,12281,9962,15326,12403,9967,14765,12266,9830
250,15014,12500,9879,14936,12281,9962,15326,12403,9972,14770,12276,9840
251,15048,12549,9894,14941,12266,9967,15317,12403,9967,14775,12271,9850
252,15058,12588,9923,14946,12271,9957,15317,12403,9962,14780,12271,9850
253,15073,12622,9943,14931,12261,9987,15326,12408,9962,14785,12281,9850
254,15151,12710,9952,14941,12286,9952,15326,12408,9962,14790,12281,9855
255,15200,12842,10035,14936,12286,9957,15322,12398,9957,14785,12276,9845
256,15214,12959,10138,14936,12281,9962,15322,12408,9957,14785,12281,9855
257,15244,13042,10192,14931,12281,9967,15322,12408,9957,14790,12286,9860
258,15268,13047,10172,14931,12276,9972,15322,12413,9957,14795,12291,9860
259,15234,12998,10157,14941,12271,9967,15312,12413,9957,14804,12300,9865
260,15229,12988,10152,14931,12271,9972,15312,12408,9957,14814,12300,9869
261,15292,12949,10050,14931,12271,9972,15312,12408,9957,14819,12305,9874
262,15307,12813,9899,14931,12271,9972,15317,12422,9957,14824,12310,9889
263,15287,12671,9777,14931,12291,9957,15322,12422,9967,14819,12315,9889
264,15287,12530,9635,14931,12295,9952,15322,12422,9962,14824,12320,9889
265,15263,12413,9542,14936,12291,9948,15326,12422,9962,14824,12320,9884
266,15195,12359,9557,14936,12291,9948,15326,12422,9962,14824,12325,9879
267,15156,12295,9533,14931,12271,9977,15312,12413,9957,14838,12334,9889
268,15161,12232,9464,14931,12271,9977,15312,12413,9962,14838,12339,9894
269,15146,12237,9484,14931,12271,9977,15317,12422,9967,14843,12339,9904
270,15136,12232,9489,14931,12271,9977,15317,12422,9972,14848,12344,9908
271,15151,12203,9445,14936,12271,9972,15302,12422,9967,14853,12354,9913
272,15126,12208,9474,14941,12271,9967,15302,12422,9967,14858,12359,9923
273,15068,12208,9533,14941,12271,9967,15307,12422,9967,14863,12364,9933
274,15073,12203,9523,14936,12271,9972,15312,12422,9972,14868,12378,9938
275,15082,12222,9533,14931,12256,9987,15322,12432,9982,14873,12383,9952
276,15073,12261,9582,14917,12266,9996,15322,12432,9982,14873,12388,9952
277,15082,12291,9601,14912,12266,10001,15322,12432,9977,14868,12393,9952
278,15092,12286,9586,14912,12276,9991,15312,12427,9962,14868,12398,9957
279,15053,12291,9630,14926,12281,9972,15302,12422,9952,14873,12413,9962
280,15053,12295,9635,14926,12281,9972,15307,12427,9967,14878,12413,9967
281,15087,12315,9621,14921,12276,9982,15307,12422,9967,14882,12417,9977
282,15068,12330,9655,14926,12281,9972,15307,12413,9957,14887,12427,9987
283,15029,12383,9747,14926,12295,9952,15297,12422,9967,14897,12427,9987
284,15039,12373,9728,14926,12295,9952,15297,12422,9962,14897,12432,9991
285,15053,12369,9708,14926,12295,9957,15297,12408,9952,14907,12437,9996
286,15048,12369,9713,14921,12291,9962,15292,12408,9962,14907,12442,10001
287,15043,12369,9718,14912,12291,9977,15283,12408,9952,14897,12442,10001
288,15029,12378,9743,14912,12291,9977,15283,12408,9952,14902,12437,9996
289,15019,12378,9752,14912,12291,9977,15287,12408,9952,14902,12432,9991
290,15014,12383,9762,14912,12291,9977,15287,12408,9948,14902,12437,9987
291,15014,12383,9762,14907,12295,9977,15278,12398,9943,14912,12442,10001
292,15019,12373,9747,14912,12305,9962,15278,12393,9933,14917,12452,10006
293,15024,12373,9743,14907,12295,9977,15278,12388,9918,14917,12461,10011
294,15029,12388,9752,14897,12291,9991,15283,12378,9913,14917,12466,10016
295,15034,12364,9723,14907,12300,9972,15283,12383,9923,14907,12452,10011
296,15034,12369,9728,14907,12305,9967,15283,12388,9928,14907,12447,10011
297,15034,12378,9738,14897,12295,9987,15283,12393,9933,14907,12442,10006
298,15043,12388,9738,14897,12291,9991,15278,12383,9918,14902,12437,10001
