Time,I,II,III,avR,avL,avF,V1,V2,V3,V4,V5,V6
901,14921,12422,9894,14926,12325,9928,15043,12100,9386,14609,11851,9616
902,14907,12422,9908,14931,12325,9923,15053,12120,9386,14624,11856,9621
903,14897,12408,9904,14921,12325,9933,15058,12125,9396,14614,11851,9621
904,14892,12408,9908,14921,12325,9933,15058,12125,9396,14614,11846,9616
905,14887,12408,9913,14926,12315,9938,15058,12129,9396,14614,11842,9616
906,14892,12427,9928,14926,12315,9938,15058,12120,9401,14614,11837,9616
907,14892,12427,9928,14912,12334,9933,15058,12120,9401,14619,11842,9621
908,14897,12408,9904,14907,12334,9933,15058,12120,9401,14624,11846,9625
909,14897,12393,9889,14902,12330,9943,15058,12125,9401,14629,11851,9625
910,14878,12369,9884,14912,12344,9923,15058,12125,9401,14634,11856,9625
911,14887,12373,9879,14917,12334,9928,15058,12125,9401,14629,11846,9625
912,14887,12373,9879,14912,12325,9938,15058,12125,9401,14629,11846,9625
913,14878,12369,9884,14912,12320,9948,15058,12134,9401,14624,11842,9625
914,14878,12369,9884,14917,12315,9948,15068,12149,9420,14624,11842,9625
915,14887,12369,9874,14917,12320,9943,15092,12173,9440,14624,11851,9635
916,14887,12369,9874,14921,12330,9928,15102,12193,9425,14624,11856,9635
917,14882,12364,9874,14921,12330,9928,15122,12222,9435,14629,11861,9635
918,14882,12378,9889,14917,12325,9938,15190,12276,9479,14638,11866,9635
919,14882,12388,9899,14907,12325,9948,15234,12315,9503,14648,11866,9645
920,14882,12393,9904,14907,12339,9933,15244,12339,9528,14648,11866,9645
921,14897,12388,9884,14917,12334,9928,15253,12378,9591,14648,11856,9640
922,14887,12378,9884,14912,12330,9938,15268,12447,9664,14648,11856,9640
923,14887,12388,9894,14902,12334,9943,15273,12520,9767,14638,11851,9635
924,14887,12388,9894,14907,12334,9933,15278,12617,9899,14638,11846,9630
925,14887,12369,9874,14917,12334,9928,15268,12700,10050,14638,11842,9621
926,14858,12369,9904,14917,12330,9928,15204,12705,10172,14638,11837,9616
927,14868,12369,9894,14921,12325,9933,15112,12622,10255,14648,11842,9625
928,14868,12369,9894,14921,12325,9933,14980,12476,10294,14648,11846,9625
929,14868,12369,9894,14917,12320,9943,14834,12286,10274,14648,11851,9625
930,14878,12388,9904,14907,12320,9948,14741,12144,10265,14648,11861,9630
931,14887,12403,9908,14907,12339,9933,14653,11998,10226,14648,11851,9630
932,14873,12393,9913,14907,12349,9928,14507,11803,10123,14643,11851,9625
933,14873,12388,9908,14887,12344,9943,14370,11666,9996,14643,11851,9616
934,14882,12383,9894,14882,12349,9948,14307,11554,9840,14643,11851,9611
935,14878,12383,9899,14897,12334,9948,14272,11422,9616,14653,11851,9616
936,14878,12378,9894,14897,12330,9952,14282,11344,9367,14653,11856,9621
937,14882,12373,9884,14897,12320,9962,14326,11310,9147,14653,11861,9625
938,14882,12373,9884,14907,12300,9972,14316,11232,8928,14648,11861,9625
939,14873,12378,9899,14917,12315,9948,14326,11197,8791,14638,11856,9616
940,14873,12383,9904,14917,12320,9943,14409,11290,8820,14634,11851,9616
941,14882,12388,9899,14912,12325,9938,14512,11427,8898,14634,11846,9611
942,14892,12383,9884,14907,12330,9943,14560,11510,8957,14638,11842,9611
943,14887,12388,9894,14897,12330,9952,14604,11573,8986,14638,11851,9621
944,14887,12388,9894,14892,12339,9948,14648,11627,9025,14638,11851,9625
945,14882,12383,9894,14892,12339,9948,14673,11690,9064,14638,11851,9625
946,14878,12383,9899,14887,12334,9957,14726,11759,9113,14638,11856,9625
947,14878,12393,9908,14887,12334,9957,14814,11842,9186,14629,11846,9621
948,14882,12393,9904,14887,12334,9957,14887,11944,9269,14629,11846,9616
949,14882,12393,9904,14882,12344,9952,14960,12037,9338,14624,11842,9611
950,14878,12393,9908,14882,12349,9948,15024,12115,9396,14624,11842,9606
951,14878,12393,9908,14882,12344,9952,15068,12164,9435,14629,11846,9616
952,14878,12378,9894,14882,12344,9952,15073,12173,9450,14634,11846,9616
953,14873,12393,9913,14868,12364,9948,15053,12164,9445,14634,11846,9616
954,14873,12383,9904,14868,12359,9952,15063,12164,9450,14624,11842,9616
955,14873,12373,9894,14863,12344,9972,15078,12173,9455,14624,11832,9606
956,14873,12373,9894,14858,12339,9982,15073,12173,9445,14604,11822,9591
957,14878,12383,9899,14853,12339,9987,15073,12178,9445,14614,11832,9601
958,14897,12393,9889,14848,12334,9996,15073,12188,9455,14634,11856,9616
959,14882,12383,9894,14848,12349,9982,15078,12198,9455,14629,11846,9606
960,14882,12373,9884,14843,12364,9977,15087,12212,9460,14624,11846,9606
961,14887,12393,9899,14838,12369,9972,15092,12212,9464,14619,11846,9606
962,14897,12403,9899,14838,12369,9972,15092,12208,9464,14614,11846,9606
963,14878,12378,9894,14838,12359,9982,15082,12208,9469,14614,11837,9596
964,14892,12369,9869,14838,12359,9987,15082,12198,9464,14614,11837,9596
965,14892,12393,9894,14834,12354,9991,15082,12193,9460,14614,11837,9596
966,14882,12378,9889,14829,12364,9987,15082,12193,9460,14614,11837,9596
967,14882,12373,9884,14834,12373,9972,15082,12193,9460,14604,11827,9586
968,14892,12378,9879,14829,12378,9972,15097,12217,9484,14604,11827,9586
969,14873,12373,9894,14824,12388,9972,15097,12227,9484,14604,11827,9586
970,14873,12378,9899,14814,12398,9962,15097,12232,9484,14604,11827,9586
971,14887,12378,9884,14809,12388,9982,15097,12237,9484,14614,11837,9596
972,14892,12378,9879,14809,12388,9982,15097,12227,9484,14614,11837,9596
973,14892,12378,9879,14809,12388,9982,15092,12217,9474,14614,11837,9596
974,14892,12383,9884,14814,12378,9987,15087,12217,9474,14614,11837,9596
975,14897,12388,9884,14819,12383,9982,15087,12222,9474,14614,11837,9606
976,14897,12393,9889,14809,12393,9972,15092,12232,9484,14614,11837,9606
977,14897,12393,9889,14809,12393,9972,15092,12232,9484,14614,11837,9606
978,14902,12398,9889,14809,12393,9972,15102,12237,9484,14614,11837,9606
979,14897,12398,9894,14804,12388,9987,15112,12242,9484,14609,11827,9601
980,14897,12403,9899,14799,12388,9991,15112,12242,9489,14599,11827,9596
981,14902,12403,9894,14804,12383,9996,15112,12247,9494,14594,11827,9591
982,14897,12383,9879,14799,12378,10001,15112,12251,9513,14590,11827,9586
983,14892,12373,9874,14790,12383,10006,15107,12251,9518,14599,11832,9591
984,14892,12364,9865,14785,12393,10001,15117,12251,9513,14599,11837,9596
985,14897,12369,9865,14785,12398,9996,15117,12251,9513,14599,11842,9601
986,14887,12369,9874,14780,12398,10001,15117,12251,9518,14599,11842,9606
987,14892,12373,9874,14785,12398,9996,15117,12256,9523,14594,11842,9596
988,14897,12378,9874,14799,12393,9987,15117,12256,9523,14594,11846,9596
989,14892,12378,9879,14809,12388,9987,15117,12256,9523,14599,11846,9601
990,14897,12373,9869,14814,12378,9987,15117,12266,9528,14599,11846,9601
991,14907,12378,9865,14814,12373,9991,15122,12271,9533,14614,11846,9591
992,14912,12373,9855,14819,12369,9996,15126,12276,9538,14614,11846,9591
993,14917,12354,9830,14819,12369,9996,15131,12281,9538,14614,11846,9591
994,14917,12344,9821,14834,12369,9982,15131,12286,9542,14614,11846,9591
995,14917,12359,9835,14838,12369,9972,15136,12291,9547,14614,11846,9601
996,14917,12359,9835,14834,12364,9982,15126,12291,9547,14614,11846,9601
997,14917,12359,9835,14843,12364,9972,15126,12286,9547,14614,11851,9601
998,14907,12378,9865,14853,12349,9977,15131,12286,9557,14614,11851,9601
999,14907,12383,9869,14848,12334,9996,15131,12300,9562,14604,11851,9601
1000,14907,12373,9860,14853,12330,9996,15122,12295,9552,14604,11851,9601
1001,14907,12378,9865,14858,12330,9991,15126,12295,9552,14614,11856,9611
1002,14892,12359,9860,14858,12330,9991,15131,12291,9552,14614,11861,9616
1003,14892,12349,9850,14863,12320,9991,15131,12286,9552,14619,11871,9616
1004,14902,12349,9840,14873,12310,9996,15126,12291,9562,14619,11871,9616
1005,14892,12339,9840,14887,12300,9987,15126,12295,9562,14619,11871,9616
1006,14897,12349,9845,14887,12315,9972,15126,12300,9562,14624,11871,9616
1007,14907,12359,9845,14887,12325,9967,15126,12315,9567,14624,11871,9611
1008,14912,12383,9865,14907,12320,9952,15117,12310,9567,14638,11876,9621
1009,14912,12393,9874,14897,12315,9967,15117,12310,9572,14638,11871,9621
1010,14902,12383,9874,14887,12330,9957,15117,12310,9572,14638,11876,9621
1011,14907,12378,9865,14892,12330,9957,15122,12320,9572,14648,11881,9616
1012,14907,12359,9845,14902,12325,9952,15136,12334,9586,14638,11881,9611
1013,14907,12354,9840,14902,12315,9957,15141,12344,9591,14638,11885,9611
1014,14907,12354,9840,14902,12310,9967,15141,12349,9596,14638,11890,9611
1015,14907,12354,9840,14907,12295,9977,15146,12349,9601,14629,11881,9601
1016,14907,12354,9840,14912,12295,9972,15131,12339,9591,14629,11876,9606
1017,14907,12354,9840,14921,12305,9948,15136,12349,9601,14629,11871,9606
1018,14917,12364,9840,14936,12310,9933,15136,12359,9621,14624,11856,9596
1019,14902,12354,9845,14946,12310,9923,15131,12364,9621,14614,11846,9596
1020,14902,12354,9845,14941,12315,9923,15112,12364,9616,14619,11861,9606
1021,14907,12354,9840,14941,12315,9923,15112,12369,9616,14619,11861,9606
1022,14907,12354,9840,14946,12310,9923,15122,12373,9625,14619,11861,9606
1023,14912,12354,9835,14941,12300,9938,15122,12378,9630,14619,11851,9606
1024,14912,12349,9830,14931,12310,9938,15131,12388,9640,14619,11846,9606
1025,14912,12330,9811,14931,12305,9943,15136,12398,9640,14619,11846,9606
1026,14917,12334,9811,14931,12300,9943,15141,12398,9650,14624,11851,9611
1027,14921,12354,9826,14926,12310,9938,15141,12403,9650,14629,11861,9621
1028,14926,12364,9830,14926,12310,9943,15146,12417,9669,14634,11861,9616
1029,14931,12369,9830,14926,12310,9943,15146,12422,9674,14638,11851,9616
1030,14921,12354,9826,14921,12330,9928,15151,12422,9674,14643,11861,9616
1031,14921,12344,9816,14921,12330,9928,15151,12437,9684,14634,11851,9621
1032,14921,12339,9811,14917,12325,9938,15146,12442,9684,14624,11846,9606
1033,14926,12334,9801,14917,12325,9938,15141,12437,9684,14624,11846,9601
1034,14926,12334,9801,14926,12334,9918,15136,12442,9684,14624,11846,9596
1035,14926,12330,9796,14936,12305,9938,15136,12447,9684,14634,11842,9606
1036,14926,12330,9796,14931,12310,9938,15146,12461,9708,14634,11846,9606
1037,14926,12330,9796,14936,12305,9938,15161,12471,9718,14643,11846,9606
1038,14921,12344,9816,14936,12300,9943,15161,12491,9733,14634,11842,9601
1039,14921,12354,9826,14926,12320,9933,15161,12500,9743,14638,11842,9611
1040,14921,12369,9840,14921,12325,9933,15165,12520,9747,14643,11846,9611
1041,14921,12359,9830,14936,12320,9923,15165,12525,9757,14643,11851,9606
1042,14912,12334,9816,14946,12330,9908,15170,12539,9777,14648,11851,9596
1043,14921,12339,9811,14941,12310,9928,15170,12549,9791,14648,11842,9586
1044,14941,12349,9801,14941,12300,9938,15161,12544,9796,14648,11842,9582
1045,14926,12344,9811,14936,12300,9943,15165,12554,9811,14648,11837,9582
1046,14921,12339,9811,14931,12300,9943,15165,12559,9821,14638,11827,9577
1047,14931,12344,9806,14931,12310,9938,15170,12569,9826,14624,11822,9572
1048,14946,12349,9796,14936,12305,9938,15170,12593,9840,14619,11812,9567
1049,14946,12354,9801,14931,12310,9938,15170,12603,9860,14614,11803,9562
1050,14946,12354,9801,14926,12325,9928,15170,12608,9869,14609,11793,9557
1051,14946,12354,9801,14921,12310,9948,15170,12622,9879,14619,11803,9557
1052,14931,12354,9816,14921,12300,9957,15185,12642,9904,14619,11803,9557
1053,14931,12344,9806,14926,12295,9957,15185,12647,9913,14619,11803,9547
1054,14926,12325,9791,14931,12286,9957,15185,12661,9928,14624,11807,9547
1055,14926,12334,9801,14936,12295,9948,15190,12676,9943,14634,11812,9562
1056,14921,12349,9821,14931,12291,9957,15185,12686,9957,14638,11812,9567
1057,14921,12334,9806,14926,12295,9952,15175,12696,9972,14643,11812,9572
1058,14936,12349,9806,14926,12295,9952,15170,12705,9982,14648,11812,9577
1059,14941,12354,9806,14921,12315,9943,15165,12715,9996,14643,11803,9562
1060,14951,12359,9801,14926,12315,9938,15161,12720,10021,14643,11803,9562
1061,14960,12364,9796,14936,12325,9918,15161,12730,10030,14648,11803,9562
1062,14931,12339,9801,14931,12315,9928,15161,12735,10035,14648,11803,9562
1063,14941,12320,9772,14921,12320,9938,15161,12739,10040,14643,11803,9547
1064,14965,12344,9772,14921,12320,9933,15170,12749,10060,14653,11803,9547
1065,14956,12344,9782,14921,12320,9938,15170,12754,10070,14643,11803,9557
1066,14946,12344,9791,14912,12315,9952,15165,12754,10084,14653,11803,9552
1067,14936,12344,9801,14907,12320,9952,15165,12759,10099,14677,11817,9562
1068,14926,12344,9811,14921,12305,9948,15151,12769,10109,14677,11798,9562
1069,14931,12354,9816,14931,12310,9938,15151,12774,10128,14653,11793,9547
1070,14941,12364,9816,14926,12300,9952,15151,12779,10133,14658,11793,9528
1071,14946,12364,9811,14917,12305,9957,15151,12783,10138,14663,11793,9523
1072,14951,12364,9806,14936,12300,9943,15136,12783,10138,14658,11783,9523
1073,14951,12354,9796,14936,12320,9928,15131,12779,10143,14702,11817,9547
1074,14946,12339,9786,14921,12305,9948,15122,12774,10143,14780,11861,9582
1075,14936,12325,9782,14931,12315,9933,15117,12774,10148,14834,11910,9611
1076,14931,12315,9777,14931,12315,9928,15122,12774,10167,14902,11973,9664
1077,14931,12344,9806,14926,12325,9928,15117,12774,10177,15009,12066,9743
1078,14931,12349,9811,14936,12305,9933,15117,12769,10182,15141,12183,9830
1079,14931,12354,9816,14936,12305,9933,15117,12769,10182,15302,12334,9943
1080,14931,12359,9821,14926,12320,9933,15117,12759,10192,15444,12486,10070
1081,14917,12354,9830,14921,12320,9933,15117,12759,10192,15527,12598,10167
1082,14917,12344,9821,14921,12320,9938,15117,12749,10196,15585,12657,10235
1083,14917,12339,9816,14926,12310,9943,15112,12735,10196,15614,12696,10274
1084,14917,12339,9816,14921,12315,9943,15112,12730,10192,15614,12700,10294
1085,14897,12330,9826,14921,12315,9943,15112,12730,10192,15556,12666,10279
1086,14907,12339,9826,14926,12315,9938,15112,12720,10182,15458,12593,10231
1087,14907,12344,9830,14921,12320,9938,15112,12700,10172,15322,12491,10152
1088,14907,12330,9816,14921,12315,9943,15122,12681,10172,15136,12334,10045
1089,14902,12344,9835,14921,12310,9948,15131,12666,10167,14863,12125,9894
1090,14902,12359,9850,14917,12315,9943,15131,12652,10148,14575,11905,9738
1091,14902,12383,9874,14926,12310,9938,15131,12632,10128,14370,11744,9635
1092,14902,12388,9879,14931,12300,9943,15122,12627,10118,14268,11656,9577
1093,14912,12373,9855,14936,12295,9948,15126,12603,10104,14248,11617,9538
1094,14912,12364,9845,14926,12291,9962,15126,12583,10094,14268,11617,9508
1095,14912,12359,9840,14946,12295,9938,15126,12564,10079,14272,11598,9484
1096,14912,12354,9835,14946,12300,9928,15136,12544,10074,14297,11598,9474
1097,14917,12369,9845,14946,12310,9923,15136,12530,10060,14341,11617,9474
1098,14917,12369,9845,14956,12310,9918,15136,12515,10045,14375,11627,9474
1099,14917,12369,9845,14951,12291,9933,15141,12495,10030,14385,11637,9474
1100,14917,12369,9845,14941,12291,9948,15131,12491,10030,14429,11676,9489
1101,14907,12359,9845,14941,12286,9952,15131,12471,10016,14492,11715,9503
1102,14907,12339,9826,14946,12291,9943,15126,12461,10001,14551,11749,9513
1103,14907,12349,9835,14941,12310,9928,15126,12452,9996,14609,11783,9533
1104,14907,12359,9845,14931,12310,9938,15136,12432,9987,14634,11788,9542
1105,14907,12359,9845,14931,12315,9933,15136,12427,9982,14638,11778,9538
1106,14912,12359,9840,14926,12320,9933,15136,12417,9982,14643,11778,9533
1107,14912,12378,9860,14921,12310,9948,15126,12403,9967,14668,11803,9552
1108,14907,12378,9865,14921,12310,9948,15117,12383,9952,14663,11803,9557
1109,14917,12393,9869,14926,12320,9933,15117,12378,9952,14658,11803,9557
1110,14917,12393,9869,14926,12320,9933,15117,12369,9943,14658,11803,9552
1111,14917,12393,9869,14936,12305,9933,15117,12359,9928,14653,11803,9547
1112,14917,12393,9869,14941,12310,9928,15107,12364,9923,14663,11793,9533
1113,14931,12393,9855,14931,12315,9928,15097,12344,9923,14663,11793,9528
1114,14926,12388,9855,14941,12310,9928,15107,12344,9918,14663,11788,9528
1115,14912,12388,9869,14951,12305,9928,15107,12344,9928,14668,11788,9533
1116,14907,12383,9869,14946,12310,9923,15107,12344,9938,14668,11783,9533
1117,14912,12378,9860,14941,12300,9938,15107,12339,9938,14668,11783,9538
1118,14907,12388,9874,14941,12295,9938,15102,12334,9918,14668,11778,9538
1119,14907,12398,9884,14936,12305,9938,15097,12330,9908,14673,11778,9542
1120,14912,12388,9869,14931,12310,9938,15107,12325,9908,14668,11788,9547
1121,14912,12373,9855,14941,12315,9923,15112,12325,9913,14668,11788,9547
1122,14912,12369,9850,14941,12315,9923,15112,12320,9918,14663,11783,9538
1123,14917,12373,9850,14936,12315,9928,15107,12320,9913,14663,11783,9538
1124,14917,12369,9845,14941,12315,9923,15107,12320,9918,14682,11783,9538
1125,14907,12359,9845,14941,12320,9918,15107,12320,9923,14673,11778,9533
1126,14907,12359,9845,14946,12320,9913,15107,12325,9928,14673,11778,9533
1127,14907,12359,9845,14946,12320,9913,15112,12330,9943,14682,11783,9538
1128,14892,12359,9860,14956,12310,9913,15122,12330,9933,14682,11783,9547
1129,14878,12369,9884,14956,12310,9913,15122,12330,9938,14682,11783,9547
1130,14873,12364,9884,14956,12315,9908,15122,12325,9943,14692,11788,9547
1131,14873,12359,9879,14941,12320,9918,15126,12325,9943,14692,11788,9547
1132,14873,12359,9879,14936,12320,9923,15126,12330,9948,14697,11783,9533
1133,14887,12354,9860,14936,12320,9923,15131,12334,9948,14702,11778,9533
1134,14887,12354,9860,14946,12330,9908,15136,12349,9967,14721,11783,9538
1135,14887,12349,9855,14956,12325,9904,15146,12354,9977,14726,11778,9542
1136,14882,12349,9860,14946,12315,9918,15131,12344,9972,14731,11773,9523
1137,14878,12354,9869,14946,12315,9923,15122,12339,9972,14736,11773,9518
1138,14873,12359,9879,14946,12315,9923,15117,12339,9972,14746,11773,9518
1139,14873,12344,9865,14946,12315,9923,15112,12334,9972,14751,11773,9518
1140,14868,12339,9865,14946,12315,9918,15122,12344,9982,14756,11783,9528
1141,14868,12339,9865,14946,12315,9918,15122,12344,9982,14765,11783,9533
1142,14873,12339,9860,14946,12320,9913,15131,12349,9987,14770,11783,9533
1143,14878,12339,9855,14951,12325,9904,15131,12349,9991,14775,11788,9533
1144,14878,12349,9865,14951,12330,9899,15126,12349,10001,14780,11793,9533
1145,14878,12349,9865,14951,12330,9899,15126,12359,10006,14785,11793,9533
1146,14878,12330,9845,14951,12330,9899,15126,12359,10011,14790,11793,9533
1147,14878,12330,9845,14956,12310,9918,15126,12364,10016,14795,11793,9533
1148,14878,12330,9845,14951,12305,9923,15126,12373,10021,14804,11798,9528
1149,14863,12325,9855,14946,12300,9928,15126,12369,10026,14804,11798,9528
1150,14858,12334,9869,14956,12310,9918,15126,12369,10030,14804,11798,9533
1151,14853,12330,9869,14965,12305,9913,15131,12383,10035,14809,11798,9533
1152,14843,12305,9855,14956,12310,9918,15136,12383,10050,14809,11788,9533
1153,14848,12315,9860,14936,12320,9923,15136,12383,10050,14809,11783,9533
1154,14853,12330,9869,14946,12305,9928,15141,12383,10055,14814,11783,9533
1155,14863,12320,9850,14960,12305,9913,15141,12383,10060,14814,11783,9533
1156,14868,12320,9845,14951,12320,9908,15136,12383,10065,14829,11778,9523
1157,14873,12344,9865,14941,12339,9899,15136,12383,10070,14829,11773,9523
1158,14873,12325,9845,14941,12344,9894,15141,12393,10074,14829,11773,9523
1159,14843,12334,9884,14951,12334,9894,15141,12393,10079,14829,11773,9528
1160,14824,12349,9918,14956,12330,9894,15146,12393,10079,14848,11778,9538
1161,14795,12330,9928,14965,12310,9904,15146,12393,10084,14853,11783,9533
1162,14760,12305,9938,14970,12310,9899,15151,12393,10089,14853,11783,9533
1163,14760,12320,9952,14965,12330,9884,15156,12393,10099,14858,11788,9533
1164,14780,12378,9991,14960,12320,9899,15151,12388,10109,14868,11798,9538
1165,14770,12422,10045,14951,12305,9923,15146,12383,10109,14878,11798,9547
1166,14775,12442,10060,14956,12310,9913,15141,12378,10104,14878,11798,9542
1167,14814,12461,10040,14946,12315,9918,15126,12369,10089,14873,11798,9533
1168,14838,12544,10099,14946,12315,9918,15136,12378,10089,14873,11793,9523
1169,14848,12661,10206,14946,12320,9913,15141,12388,10113,14873,11788,9523
1170,14887,12754,10260,14941,12325,9913,15141,12388,10123,14882,11788,9523
1171,14921,12832,10304,14946,12315,9918,15141,12383,10123,14882,11783,9523
1172,14941,12915,10367,14951,12320,9913,15131,12383,10123,14873,11783,9518
1173,14965,12969,10396,14936,12320,9928,15131,12383,10118,14873,11783,9518
1174,15000,12969,10362,14931,12315,9928,15131,12369,10109,14878,11788,9528
1175,15004,12910,10299,14946,12300,9928,15126,12369,10118,14878,11788,9528
1176,15000,12832,10226,14956,12310,9918,15136,12369,10128,14882,11788,9523
1177,15024,12754,10123,14960,12315,9908,15136,12369,10128,14892,11793,9523
1178,15024,12622,9991,14970,12310,9904,15141,12369,10128,14902,11793,9523
1179,14965,12461,9889,14965,12305,9913,15141,12369,10123,14907,11793,9523
1180,14941,12364,9816,14941,12339,9904,15141,12373,10133,14917,11793,9523
1181,14951,12291,9733,14956,12310,9918,15141,12373,10128,14917,11788,9523
1182,14912,12217,9699,14965,12310,9904,15141,12373,10118,14917,11783,9523
1183,14868,12183,9708,14956,12320,9904,15146,12369,10118,14926,11788,9538
1184,14863,12178,9708,14956,12315,9908,15146,12378,10118,14931,11798,9547
1185,14843,12193,9743,14951,12315,9913,15146,12378,10123,14931,11798,9538
1186,14838,12164,9718,14951,12310,9918,15146,12378,10128,14931,11798,9538
1187,14863,12139,9669,14956,12315,9908,15141,12364,10113,14936,11807,9547
1188,14863,12159,9689,14946,12315,9918,15131,12359,10113,14931,11812,9547
1189,14829,12173,9738,14946,12315,9918,15131,12354,10118,14936,11812,9547
1190,14829,12164,9728,14946,12315,9918,15122,12344,10104,14941,11822,9547
1191,14838,12222,9777,14941,12330,9908,15122,12339,10109,14946,11822,9552
1192,14809,12251,9835,14941,12334,9904,15131,12354,10118,14941,11822,9552
1193,14790,12198,9801,14946,12330,9904,15136,12359,10123,14941,11822,9562
1194,14819,12232,9806,14946,12330,9904,15136,12359,10118,14946,11822,9567
1195,14819,12315,9889,14946,12315,9923,15141,12364,10123,14951,11822,9567
1196,14804,12305,9894,14946,12315,9923,15146,12364,10133,14956,11822,9557
1197,14824,12291,9860,14946,12315,9923,15146,12354,10133,14960,11822,9557
1198,14834,12305,9865,14946,12315,9923,15146,12349,10133,14960,11827,9557
1199,14834,12310,9869,14951,12315,9913,15146,12349,10128,14960,11832,9567
